respondent_id,business_unit,department,tenure_band,location,role_level,cred_01,cred_02,cred_03,cred_04,cred_05,cred_06,cred_07,cred_08,resp_01,resp_02,resp_03,resp_04,resp_05,resp_06,resp_07,resp_08,fair_01,fair_02,fair_03,fair_04,fair_05,fair_06,fair_07,fair_08,prid_01,prid_02,prid_03,prid_04,prid_05,prid_06,prid_07,prid_08,camr_01,camr_02,camr_03,camr_04,camr_05,camr_06,camr_07,camr_08,lead_01,lead_02,lead_03,lead_04,lead_05,lead_06,lead_07,lead_08,devl_01,devl_02,devl_03,devl_04,devl_05,devl_06,devl_07,devl_08,well_01,well_02,well_03,well_04,well_05,well_06,well_07,well_08,sat_01,sat_02,sat_03,sat_04
R00992,BU07,Operations,10+ years,Aarhus,Team lead,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,5.0,2.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,
R00993,BU15,Operations,5-10 years,Pune,Individual contributor,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0
R00994,BU23,Engineering,1-3 years,Remote,Team lead,4.0,5.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,5.0,2.0,4.0,3.0,3.0,4.0,,5.0,3.0,3.0,4.0,3.0,4.0,,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,,4.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0
R00995,BU10,Sales,5-10 years,Rostock,Individual contributor,4.0,3.0,,5.0,4.0,3.0,,4.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,2.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,,3.0,3.0,4.0
R00996,BU20,Operations,1-3 years,Pune,Individual contributor,4.0,3.0,2.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,,2.0,4.0,4.0,5.0,3.0,5.0,4.0,,4.0
R00997,BU11,Sales,10+ years,Remote,Team lead,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,5.0,4.0,2.0,2.0,4.0,3.0,3.0,,2.0,5.0,4.0,2.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,5.0,,5.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0
R00998,BU09,Service,<1 year,Hamburg,Individual contributor,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
R00999,BU23,Sales,10+ years,Hamburg,Manager,4.0,2.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,2.0,5.0,3.0,2.0,2.0,3.0,5.0,2.0,3.0,,3.0,3.0,3.0,4.0,3.0,,,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,,2.0,3.0,4.0,3.0,2.0,4.0
R01000,BU06,Service,10+ years,Aarhus,Team lead,5.0,4.0,3.0,,4.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,,5.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,,3.0,4.0,,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0
R01001,BU18,Engineering,5-10 years,Remote,Individual contributor,4.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,5.0,4.0,2.0,2.0,1.0,2.0,5.0,,3.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,2.0,3.0,4.0,5.0,1.0,1.0,2.0,3.0,2.0,2.0,5.0,3.0,3.0,1.0,4.0,4.0,4.0,3.0,,4.0,4.0,2.0,,3.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0
R01002,BU19,Sales,3-5 years,Hamburg,Manager,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,,2.0,3.0,2.0
R01003,BU08,Engineering,<1 year,Aarhus,Individual contributor,3.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,2.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0
R01004,BU23,Sales,1-3 years,Remote,Individual contributor,2.0,1.0,3.0,5.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,,2.0,2.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,5.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
R01005,BU09,HR,<1 year,Pune,Individual contributor,3.0,3.0,3.0,5.0,3.0,3.0,2.0,5.0,3.0,,3.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,,2.0,4.0,3.0,5.0,3.0,3.0,4.0,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,,3.0,5.0,3.0,,4.0,2.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0
R01006,BU01,Operations,5-10 years,Remote,Team lead,4.0,4.0,3.0,5.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,5.0,2.0,2.0,1.0,4.0,5.0,5.0,3.0
R01007,BU01,Operations,3-5 years,Pune,Individual contributor,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,4.0,2.0,4.0,3.0,3.0,5.0,4.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,,2.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0
R01008,BU24,Service,3-5 years,Hamburg,Individual contributor,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,,5.0,4.0,4.0,2.0,,3.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0
R01009,BU05,Operations,3-5 years,Remote,Team lead,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,,5.0,4.0,4.0,5.0,5.0,5.0
R01010,BU17,Engineering,10+ years,Remote,Team lead,4.0,1.0,3.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0
R01011,BU12,Engineering,5-10 years,Aarhus,Individual contributor,3.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,5.0,1.0,4.0,3.0,1.0,5.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0,,3.0,3.0,2.0,3.0,4.0,4.0,,5.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0
R01012,BU22,HR,5-10 years,Chennai,Manager,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,,2.0,5.0,,4.0,5.0,3.0,,,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,4.0,,,4.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
R01013,BU04,Finance,3-5 years,Pune,Manager,3.0,2.0,3.0,5.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0
R01014,BU03,Sales,1-3 years,Pune,Individual contributor,3.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0
R01015,BU18,Finance,3-5 years,Rostock,Individual contributor,4.0,4.0,3.0,2.0,4.0,4.0,3.0,,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,,,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,,3.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,5.0,4.0,
R01016,BU19,Engineering,1-3 years,Chennai,Individual contributor,4.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0
R01017,BU08,Sales,3-5 years,Rostock,Individual contributor,4.0,5.0,4.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,1.0,4.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,,4.0,4.0,5.0,4.0,5.0,4.0,,5.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
R01018,BU11,Supply Chain,3-5 years,Pune,Team lead,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0
R01019,BU23,Engineering,10+ years,Chennai,Manager,3.0,2.0,3.0,3.0,5.0,3.0,2.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,2.0,,5.0,3.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,,2.0,2.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0
R01020,BU14,Service,3-5 years,Pune,Individual contributor,5.0,2.0,4.0,5.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0,2.0,4.0,5.0,4.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,,4.0,2.0,3.0,2.0,2.0
R01021,BU13,Sales,5-10 years,Chennai,Individual contributor,3.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,5.0,1.0,2.0,3.0,3.0,5.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,2.0,1.0,4.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,,1.0,3.0,2.0,,2.0,5.0,2.0,2.0,1.0,3.0,2.0,4.0,
R01022,BU13,Sales,<1 year,Hamburg,Manager,3.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,,3.0,4.0,4.0,4.0,5.0,,5.0,3.0,4.0,,3.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0
R01023,BU10,Supply Chain,1-3 years,Hamburg,Senior manager,4.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0
R01024,BU01,Supply Chain,5-10 years,Remote,Manager,2.0,3.0,3.0,5.0,3.0,5.0,4.0,1.0,2.0,4.0,2.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,5.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
R01025,BU03,Supply Chain,10+ years,Hamburg,Manager,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,5.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0
R01026,BU10,Engineering,1-3 years,Hamburg,Team lead,4.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
R01027,BU09,Service,3-5 years,Chennai,Team lead,5.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,,2.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,5.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0
R01028,BU08,Service,3-5 years,Chennai,Individual contributor,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0
R01029,BU21,Engineering,10+ years,Hamburg,Individual contributor,2.0,,4.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,5.0,2.0,4.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0
R01030,BU23,Service,10+ years,Rostock,Individual contributor,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,3.0,5.0,2.0,4.0,1.0,3.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0
R01031,BU16,Supply Chain,1-3 years,Hamburg,Individual contributor,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,4.0,4.0,4.0,5.0,5.0,5.0,5.0
R01032,BU24,Sales,5-10 years,Chennai,Team lead,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,,3.0,4.0,4.0,3.0,4.0,,,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,,,4.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0
R01033,BU23,Operations,5-10 years,Rostock,Team lead,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,5.0,4.0,3.0,5.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0
R01034,BU23,HR,3-5 years,Hamburg,Manager,4.0,2.0,2.0,3.0,3.0,5.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,5.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,,3.0,2.0,4.0,5.0,,2.0,2.0,2.0,4.0,4.0,4.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0
R01035,BU23,Supply Chain,3-5 years,Hamburg,Individual contributor,3.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,2.0,4.0,,3.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,,4.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0
R01036,BU21,Supply Chain,10+ years,Hamburg,Individual contributor,3.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,2.0,2.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0
R01037,BU19,Sales,10+ years,Rostock,Individual contributor,4.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0,,3.0,4.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0
